chromosome	start	end	strand	gene_id	gene_symbol	numSnps	pvalue	Status
chr1	20978259	20988037	-	1650	DDOST	396	8.48642692E-1	DAVIES_SUCCESS
chr1	20990506	21044317	-	57576	KIF17	451	8.02894278E-1	DAVIES_SUCCESS
chr1	21046224	21059330	-	400745	SH2D5	243	6.5823389E-1	DAVIES_SUCCESS
chr1	21069170	21113799	-	50809	HP1BP3	234	5.27402316E-1	DAVIES_SUCCESS
chr1	21132784	21503381	-	8672	EIF4G3	539	1.63137881E-1	DAVIES_SUCCESS
chr1	21543739	21672034	-	1889	ECE1	556	3.8620097E-1	DAVIES_SUCCESS
chr1	21619782	21626362	+	100506801	LOC100506801	262	5.41832748E-1	DAVIES_SUCCESS
chr1	21766582	21811393	+	84224	NBPF3	428	8.19925624E-1	DAVIES_SUCCESS
chr1	21835857	21904905	+	249	ALPL	538	4.24548284E-1	DAVIES_SUCCESS
chr1	21922707	21995856	-	5909	RAP1GAP	500	6.47691456E-2	DAVIES_SUCCESS
chr1	22004791	22109688	-	84196	USP48	519	2.05715663E-1	DAVIES_SUCCESS
chr1	22138757	22151714	+	401944	LDLRAD2	264	5.99684444E-1	DAVIES_SUCCESS
chr1	22148736	22263750	-	3339	HSPG2	549	7.44227589E-1	DAVIES_SUCCESS
chr1	22303417	22333141	+	23436	CELA3B	516	6.34759461E-1	DAVIES_SUCCESS
chr1	22328148	22339035	+	10136	CELA3A	478	6.13567042E-1	DAVIES_SUCCESS
chr1	22351706	22357715	+	29092	LINC00339	404	6.1848021E-1	DAVIES_SUCCESS
chr1	22379119	22419436	+	998	CDC42	374	6.14622455E-1	DAVIES_SUCCESS
chr1	22443797	22470385	-	54361	WNT4	315	5.7299563E-1	DAVIES_SUCCESS
chr1	22778343	22857650	+	9923	ZBTB40	289	8.49615979E-1	DAVIES_SUCCESS
chr1	22890003	22930087	+	2046	EPHA8	342	9.08390002E-1	DAVIES_SUCCESS
chr1	22963117	22966175	+	712	C1QA	264	8.18187609E-1	DAVIES_SUCCESS
chr1	22970117	22974603	+	714	C1QC	251	7.67430432E-1	DAVIES_SUCCESS
chr1	22979681	22988029	+	713	C1QB	237	6.71260787E-1	DAVIES_SUCCESS
chr1	23037330	23241823	+	2048	EPHB2	527	6.66450894E-2	DAVIES_SUCCESS
chr1	23046009	23046091	+	100616391	MIR4684	152	4.64631626E-2	DAVIES_SUCCESS
chr1	23189651	23189719	-	100422914	MIR4253	179	5.3093171E-2	DAVIES_SUCCESS
chr1	23337326	23342343	-	729059	LOC729059	147	7.87875008E-1	DAVIES_SUCCESS
chr1	23345940	23410184	+	23028	KDM1A	207	7.66058213E-1	DAVIES_SUCCESS
chr1	23370797	23370865	+	100422866	MIR3115	116	8.91951522E-1	DAVIES_SUCCESS
chr1	23410515	23504301	-	7798	LUZP1	355	6.44438612E-1	DAVIES_SUCCESS
chr1	23518387	23521222	-	3352	HTR1D	261	4.61037161E-1	DAVIES_SUCCESS
chr1	23636275	23670853	-	10236	HNRNPR	169	6.09755321E-2	DAVIES_SUCCESS
chr1	23685940	23696357	-	80818	ZNF436	144	7.69404423E-2	DAVIES_SUCCESS
chr1	23695463	23698330	+	148898	C1orf213	142	8.45364616E-2	DAVIES_SUCCESS
chr1	23707554	23751261	-	6920	TCEA3	202	1.15499726E-1	DAVIES_SUCCESS
chr1	23755055	23811057	-	55616	ASAP3	216	1.69504726E-1	DAVIES_SUCCESS
chr1	23832919	23857712	-	1870	E2F2	198	1.51189401E-1	DAVIES_SUCCESS
chr1	23884420	23886285	-	3399	ID3	144	1.3964745E-1	DAVIES_SUCCESS
chr1	23907984	23967056	+	259283	MDS2	259	2.46373095E-3	DAVIES_SUCCESS
chr1	24018268	24022915	+	6135	RPL11	155	4.33465449E-2	DAVIES_SUCCESS
chr1	24069855	24088549	+	6924	TCEB3	104	2.87590912E-1	DAVIES_SUCCESS
chr1	24086871	24104787	-	100506963	LOC100506963	98	2.33453942E-1	DAVIES_SUCCESS
chr1	24104875	24114722	+	57095	PITHD1	80	2.159516E-1	DAVIES_SUCCESS
chr1	24117645	24122029	+	11313	LYPLA2	83	2.09294177E-1	DAVIES_SUCCESS
chr1	24122088	24127294	-	2582	GALE	83	2.16159003E-1	DAVIES_SUCCESS
chr1	24128366	24165110	-	3155	HMGCL	245	1.61664765E-1	DAVIES_SUCCESS
chr1	24171571	24194859	-	2517	FUCA1	308	1.90713504E-1	DAVIES_SUCCESS
chr1	24200459	24239817	-	1269	CNR2	293	1.91744031E-1	DAVIES_SUCCESS
chr1	24255559	24255637	+	100616492	MIR378F	158	4.25546906E-1	DAVIES_SUCCESS
chr1	24286300	24289949	+	55629	PNRC2	16	6.68341212E-1	DAVIES_SUCCESS
chr1	24292936	24306953	-	10772	SRSF10	15	2.50805982E-1	DAVIES_SUCCESS
chr1	24382530	24438665	-	127294	MYOM3	368	2.26862099E-1	DAVIES_SUCCESS
chr1	24446260	24469775	-	58985	IL22RA1	320	1.4102226E-1	DAVIES_SUCCESS
chr1	24480646	24513765	-	163702	IFNLR1	330	1.44756997E-1	DAVIES_SUCCESS
chr1	24526729	24538180	+	284632	LOC284632	276	4.86043189E-1	DAVIES_SUCCESS
chr1	24645811	24690970	+	57822	GRHL3	345	9.21080299E-1	DAVIES_SUCCESS
chr1	24683488	24741587	-	90529	STPG1	364	9.90247292E-1	DAVIES_SUCCESS
chr1	24742244	24799473	+	57185	NIPAL3	340	9.056322E-1	DAVIES_SUCCESS
chr1	24822822	24828850	-	100750325	RCAN3AS	191	5.03679817E-1	DAVIES_SUCCESS
chr1	24828840	24863510	+	11123	RCAN3	352	6.21261972E-1	DAVIES_SUCCESS
chr1	24882566	24935818	+	400746	NCMAP	372	1.64520098E-1	DAVIES_SUCCESS
chr1	24969593	24999772	+	10250	SRRM1	168	2.64612096E-2	DAVIES_SUCCESS
chr1	25071759	25170815	+	25932	CLIC4	300	3.09900085E-1	DAVIES_SUCCESS
chr1	25226001	25291612	-	864	RUNX3	406	9.50839179E-1	DAVIES_SUCCESS
chr1	25548766	25559013	-	25949	SYF2	54	1.04766039E-1	DAVIES_SUCCESS
chr1	25568739	25664656	-	57035	C1orf63	85	5.04331301E-3	DAVIES_SUCCESS
chr1	25598980	25656936	+	6007	RHD	68	5.22993851E-3	DAVIES_SUCCESS
chr1	25664788	25688852	+	23585	TMEM50A	77	2.21769933E-3	DAVIES_SUCCESS
chr1	25688739	25756683	-	6006	RHCE	150	3.04040643E-3	DAVIES_SUCCESS
chr1	25757387	25826698	+	55219	TMEM57	176	5.93124577E-3	DAVIES_SUCCESS
chr1	25870075	25895377	+	26119	LDLRAP1	103	5.38683882E-2	DAVIES_SUCCESS
chr1	25943958	26111258	+	57134	MAN1C1	338	4.64696842E-3	DAVIES_SUCCESS
chr1	26126666	26144713	+	57190	SEPN1	240	2.6246654E-1	DAVIES_SUCCESS
chr1	26146396	26159433	+	56181	MTFR1L	205	4.50481E-1	DAVIES_SUCCESS
chr1	26146444	26150097	-	646471	LOC646471	194	4.23226593E-1	DAVIES_SUCCESS
chr1	26160496	26185848	-	79000	AUNIP	210	8.22374544E-1	DAVIES_SUCCESS
chr1	26187974	26197744	-	164091	PAQR7	165	7.84007228E-1	DAVIES_SUCCESS
chr1	26210676	26233368	-	3925	STMN1	189	8.55635483E-1	DAVIES_SUCCESS
chr1	26232852	26232945	-	100500808	MIR3917	133	8.5088263E-1	DAVIES_SUCCESS
chr1	26286257	26324648	-	5051	PAFAH2	233	5.76685373E-1	DAVIES_SUCCESS
chr1	26348270	26362954	+	2134	EXTL1	209	6.89715269E-1	DAVIES_SUCCESS
chr1	26364513	26372604	-	7780	SLC30A2	176	7.66269965E-1	DAVIES_SUCCESS
chr1	26377795	26394125	-	84676	TRIM63	203	8.09445163E-1	DAVIES_SUCCESS
chr1	26437655	26452039	+	149420	PDIK1L	216	2.09410613E-1	DAVIES_SUCCESS
chr1	26485510	26489119	+	79927	FAM110D	233	5.40057452E-2	DAVIES_SUCCESS
chr1	26496387	26497364	+	51042	ZNF593	249	3.89209062E-2	DAVIES_SUCCESS
chr1	26503980	26516375	+	10256	CNKSR1	298	4.73492385E-2	DAVIES_SUCCESS
chr1	26517118	26529033	+	378807	CATSPER4	322	4.9527131E-2	DAVIES_SUCCESS
chr1	26560692	26605299	+	64793	CEP85	465	2.17217057E-1	DAVIES_SUCCESS
chr1	26606212	26608013	+	83442	SH3BGRL3	322	2.88268631E-1	DAVIES_SUCCESS
chr1	26608772	26644756	-	91544	UBXN11	425	2.39992558E-1	DAVIES_SUCCESS
chr1	26644410	26647014	+	1043	CD52	327	2.51983922E-1	DAVIES_SUCCESS
chr1	26648349	26680621	-	55057	AIM1L	410	2.9499373E-1	DAVIES_SUCCESS
chr1	26688124	26699266	-	257101	ZNF683	322	1.84627378E-1	DAVIES_SUCCESS
chr1	26737268	26756219	+	79727	LIN28A	241	3.03469154E-1	DAVIES_SUCCESS
chr1	26758772	26797795	+	79947	DHDDS	250	1.4871016E-1	DAVIES_SUCCESS
chr1	26798901	26803133	+	3151	HMGN2	160	1.69141545E-1	DAVIES_SUCCESS
chr1	26856248	26901520	+	6195	RPS6KA1	201	7.92894825E-2	DAVIES_SUCCESS
chr1	26881032	26881084	+	100302190	MIR1976	153	8.6372928E-2	DAVIES_SUCCESS
chr1	27022521	27108601	+	8289	ARID1A	189	5.67831415E-1	DAVIES_SUCCESS
chr1	27114453	27124894	+	55650	PIGV	111	6.47490508E-1	DAVIES_SUCCESS
chr1	27153200	27182211	+	84243	ZDHHC18	140	6.61600306E-1	DAVIES_SUCCESS
chr1	27189632	27190947	+	2810	SFN	131	6.71713462E-1	DAVIES_SUCCESS
chr1	27205872	27216869	-	54707	GPN2	143	5.97071816E-1	DAVIES_SUCCESS
chr1	27216978	27226962	-	63906	GPATCH3	142	5.52661161E-1	DAVIES_SUCCESS
chr1	27237974	27240567	-	8431	NR0B2	123	4.90444673E-1	DAVIES_SUCCESS
chr1	27248212	27273362	+	10726	NUDC	128	4.36711063E-1	DAVIES_SUCCESS
chr1	27276046	27286901	-	126695	C1orf172	99	3.48504875E-1	DAVIES_SUCCESS
chr1	27320194	27327377	+	388610	TRNP1	68	3.09906331E-1	DAVIES_SUCCESS
chr1	27331510	27339333	-	115572	FAM46B	71	2.98802101E-1	DAVIES_SUCCESS
chr1	27425299	27481621	-	6548	SLC9A1	235	5.75796991E-2	DAVIES_SUCCESS
chr1	27561006	27635124	+	23038	WDTC1	137	1.05024743E-1	DAVIES_SUCCESS
chr1	27648635	27662891	+	84065	TMEM222	84	3.17269928E-2	DAVIES_SUCCESS
chr1	27650364	27653016	+	644961	LOC644961	71	5.59995186E-2	DAVIES_SUCCESS
chr1	27668482	27680423	+	84958	SYTL1	85	8.64838815E-3	DAVIES_SUCCESS
chr1	27681669	27693337	-	9064	MAP3K6	89	7.6450115E-3	DAVIES_SUCCESS
chr1	27695600	27701315	-	8547	FCN3	92	7.16115392E-3	DAVIES_SUCCESS
chr1	27705595	27709805	-	388611	CD164L2	95	8.58563072E-3	DAVIES_SUCCESS
chr1	27719147	27722317	+	2827	GPR3	90	9.59391878E-3	DAVIES_SUCCESS
chr1	27730733	27816678	-	10163	WASF2	197	1.43984243E-2	DAVIES_SUCCESS
chr1	27860755	27930361	-	27245	AHDC1	96	1.34180294E-2	DAVIES_SUCCESS
chr1	27938800	27961727	-	2268	FGR	33	5.32367387E-2	DAVIES_SUCCESS
chr1	27992571	27998724	-	2537	IFI6	32	1.05154197E-1	DAVIES_SUCCESS
chr1	28052489	28089423	+	199870	FAM76A	20	2.83545626E-1	DAVIES_SUCCESS
chr1	28099693	28150963	+	23673	STX12	30	7.71535414E-1	DAVIES_SUCCESS
chr1	28157251	28178183	+	5511	PPP1R8	92	7.97341634E-1	DAVIES_SUCCESS
chr1	28160911	28161077	+	677774	SCARNA1	51	6.36284843E-1	DAVIES_SUCCESS
chr1	28199054	28213193	+	9473	THEMIS2	219	9.12656937E-1	DAVIES_SUCCESS
chr1	28218048	28241236	-	6118	RPA2	271	9.04445338E-1	DAVIES_SUCCESS
chr1	28261503	28285663	+	27293	SMPDL3B	269	6.22722627E-1	DAVIES_SUCCESS
chr1	28286503	28294604	+	55113	XKR8	224	4.07795313E-1	DAVIES_SUCCESS
chr1	28296854	28415148	-	2140	EYA3	380	1.3157102E-1	DAVIES_SUCCESS
chr1	28473676	28520447	-	5724	PTAFR	241	4.30141757E-1	DAVIES_SUCCESS
chr1	28526789	28559542	-	22826	DNAJC8	229	6.10052314E-1	DAVIES_SUCCESS
chr1	28562601	28564616	+	93974	ATPIF1	221	6.61916804E-1	DAVIES_SUCCESS
chr1	28585962	28609002	+	83667	SESN2	237	5.5434224E-1	DAVIES_SUCCESS
chr1	28655512	28662478	+	54797	MED18	218	1.76908407E-1	DAVIES_SUCCESS
chr1	28696092	28826881	+	65979	PHACTR4	372	1.73385528E-1	DAVIES_SUCCESS
chr1	28832454	28865708	+	1104	RCC1	117	3.4623916E-1	DAVIES_SUCCESS
chr1	28879528	28905057	+	54952	TRNAU1AP	123	4.92969294E-1	DAVIES_SUCCESS
chr1	28905049	28908383	-	85028	SNHG12	96	6.16968569E-1	DAVIES_SUCCESS
chr1	28905254	28905334	-	692212	SNORD99	95	6.21314495E-1	DAVIES_SUCCESS
chr1	28906275	28906405	-	677838	SNORA61	94	6.1229801E-1	DAVIES_SUCCESS
chr1	28906892	28907024	-	677825	SNORA44	94	6.1229801E-1	DAVIES_SUCCESS
chr1	28907431	28907565	-	692073	SNORA16A	95	6.08050286E-1	DAVIES_SUCCESS
chr1	28918711	28921088	+	115273	RAB42	94	6.13645554E-1	DAVIES_SUCCESS
chr1	28929608	28969604	-	6883	TAF12	138	6.04393455E-1	DAVIES_SUCCESS
chr1	28975111	28975246	+	26824	RNU11	99	5.65424908E-1	DAVIES_SUCCESS
chr1	28995239	29042115	+	10691	GMEB1	160	5.98025778E-1	DAVIES_SUCCESS
chr1	29063132	29096287	+	51441	YTHDF2	165	6.10173296E-1	DAVIES_SUCCESS
chr1	29138653	29190208	+	4985	OPRD1	334	8.50335101E-1	DAVIES_SUCCESS
chr1	29213602	29446558	+	2035	EPB41	596	2.08772714E-1	DAVIES_SUCCESS
chr1	29445936	29450421	-	399474	TMEM200B	157	6.10962033E-2	DAVIES_SUCCESS
chr1	29474249	29508637	-	6429	SRSF4	240	7.69892891E-2	DAVIES_SUCCESS
chr1	29519384	29557454	-	51102	MECR	224	1.13495182E-1	DAVIES_SUCCESS
chr1	29563027	29653325	+	10076	PTPRU	345	1.64798006E-1	DAVIES_SUCCESS
chr1	31184123	31196432	-	4146	MATN1	313	2.99602477E-1	DAVIES_SUCCESS
chr1	31191618	31199593	+	100129196	MATN1-AS1	319	3.34656465E-1	DAVIES_SUCCESS
chr1	31205314	31230683	-	7805	LAPTM5	345	3.68452913E-1	DAVIES_SUCCESS
chr1	31212002	31212079	-	100616164	MIR4420	277	3.02144012E-1	DAVIES_SUCCESS
chr1	31342312	31381480	-	9672	SDC3	298	2.15039124E-1	DAVIES_SUCCESS
chr1	31404352	31538763	-	9698	PUM1	443	3.09717089E-1	DAVIES_SUCCESS
chr1	31408535	31422052	-	692234	SNORD103A	160	2.084188E-1	DAVIES_SUCCESS
chr1	31441009	31441084	-	692200	SNORD85	133	1.74224964E-1	DAVIES_SUCCESS
chr1	31652591	31712734	-	79570	NKAIN1	380	5.54055748E-1	DAVIES_SUCCESS
chr1	31732414	31769644	-	9410	SNRNP40	327	6.05814026E-1	DAVIES_SUCCESS
chr1	31769841	31837780	+	51538	ZCCHC17	362	4.95183047E-1	DAVIES_SUCCESS
chr1	31838099	31845923	-	2170	FABP3	236	4.73277973E-1	DAVIES_SUCCESS
chr1	31882411	31907527	+	347735	SERINC2	332	6.37375876E-1	DAVIES_SUCCESS
chr1	31971838	31974167	+	149086	LOC149086	271	1.0775149E-1	DAVIES_SUCCESS
chr1	31984035	31989846	+	284551	LOC284551	273	8.98266116E-2	DAVIES_SUCCESS
chr1	32042085	32053287	+	64129	TINAGL1	210	1.42890361E-1	DAVIES_SUCCESS
chr1	32083300	32098119	+	3061	HCRTR1	181	7.45750334E-1	DAVIES_SUCCESS
chr1	32095462	32110838	-	553115	PEF1	170	7.72721393E-1	DAVIES_SUCCESS
chr1	32117847	32169768	-	1307	COL16A1	198	6.31710767E-1	DAVIES_SUCCESS
chr1	32192717	32229648	-	576	BAI2	123	4.59112583E-1	DAVIES_SUCCESS
chr1	32224260	32224336	-	100423028	MIR4254	76	4.23963068E-1	DAVIES_SUCCESS
chr1	32256024	32281580	-	90853	SPOCD1	155	9.24174126E-1	DAVIES_SUCCESS
chr1	32372021	32403988	-	8073	PTP4A2	126	4.62315083E-1	DAVIES_SUCCESS
chr1	32479294	32526460	+	10657	KHDRBS1	65	9.92708487E-1	DAVIES_SUCCESS
chr1	32538502	32568467	+	55116	TMEM39B	75	9.94771167E-1	DAVIES_SUCCESS
chr1	32573643	32642168	+	23633	KPNA6	125	9.98638691E-1	DAVIES_SUCCESS
chr1	32645344	32663886	+	200081	TXLNA	90	9.98891341E-1	DAVIES_SUCCESS
chr1	32666201	32670991	+	79140	CCDC28B	78	9.99658448E-1	DAVIES_SUCCESS
chr1	32671235	32674288	+	55721	IQCC	77	9.99474227E-1	DAVIES_SUCCESS
chr1	32674694	32681797	+	149069	DCDC2B	74	9.97666814E-1	DAVIES_SUCCESS
chr1	32680077	32687926	-	56063	TMEM234	70	9.95245988E-1	DAVIES_SUCCESS
chr1	32687184	32697205	+	8668	EIF3I	67	9.94187249E-1	DAVIES_SUCCESS
chr1	32697260	32707311	-	339483	MTMR9LP	66	9.94269984E-1	DAVIES_SUCCESS
chr1	32712817	32714461	+	84734	FAM167B	55	9.93564998E-1	DAVIES_SUCCESS
chr1	32716839	32751766	+	3932	LCK	54	9.94344311E-1	DAVIES_SUCCESS
chr1	32757707	32799224	+	3065	HDAC1	17	7.28795184E-1	DAVIES_SUCCESS
chr1	32799429	32801840	-	65108	MARCKSL1	8	5.92790214E-1	DAVIES_SUCCESS
chr1	32826870	32827844	-	100128071	FAM229A	9	6.29145925E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	32827861	32829924	+	81629	TSSK3	10	6.65735473E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	32830704	32860062	-	55108	BSDC1	49	6.97347583E-1	DAVIES_SUCCESS
chr1	32930657	33071542	+	653121	ZBTB8A	294	6.04423092E-2	DAVIES_SUCCESS
chr1	33065772	33116185	-	339487	ZBTB8OS	124	5.60418355E-2	DAVIES_SUCCESS
chr1	33116748	33151812	+	5928	RBBP4	68	9.20401894E-1	DAVIES_SUCCESS
chr1	33145506	33168361	-	81493	SYNC	77	8.04162594E-1	DAVIES_SUCCESS
chr1	33207511	33240571	+	57648	KIAA1522	155	9.52313762E-1	DAVIES_SUCCESS
chr1	33240839	33283633	-	8565	YARS	180	9.29034911E-1	DAVIES_SUCCESS
chr1	33283042	33324480	+	64766	S100PBP	164	9.72817891E-1	DAVIES_SUCCESS
chr1	33327868	33338082	-	252995	FNDC5	115	9.77467406E-1	DAVIES_SUCCESS
chr1	33352097	33360247	+	3208	HPCA	123	9.42605202E-1	DAVIES_SUCCESS
chr1	33360195	33366953	-	113452	TMEM54	123	8.88077227E-1	DAVIES_SUCCESS
chr1	33402049	33430286	-	127544	RNF19B	153	7.3931091E-1	DAVIES_SUCCESS
chr1	33473540	33502512	-	204	AK2	142	7.76017579E-1	DAVIES_SUCCESS
chr1	33546713	33586131	+	113451	ADC	146	8.9971791E-1	DAVIES_SUCCESS
chr1	33611002	33647671	-	55223	TRIM62	178	9.0359943E-1	DAVIES_SUCCESS
chr1	33722173	33766320	+	149076	ZNF362	217	3.09699694E-1	DAVIES_SUCCESS
chr1	33772366	33786699	-	127550	A3GALT2	198	1.9082008E-1	DAVIES_SUCCESS
chr1	33789223	33896615	-	1912	PHC2	478	2.19874744E-1	DAVIES_SUCCESS
chr1	33797993	33798093	-	100500853	MIR3605	205	1.6246801E-1	DAVIES_SUCCESS
chr1	33938231	33961995	+	7579	ZSCAN20	301	5.15564901E-1	DAVIES_SUCCESS
chr1	33979608	34631443	-	114784	CSMD2	1556	6.25747326E-1	DAVIES_SUCCESS
chr1	34326075	34330392	+	127540	HMGB4	289	3.4232623E-1	DAVIES_SUCCESS
chr1	34334556	34351059	+	402779	LOC402779	292	3.61161512E-1	DAVIES_SUCCESS
chr1	34632623	34684731	+	84970	C1orf94	362	1.54920407E-1	DAVIES_SUCCESS
chr1	35220647	35224113	+	2709	GJB5	303	3.73656579E-1	DAVIES_SUCCESS
chr1	35225341	35229325	+	127534	GJB4	298	4.53552399E-1	DAVIES_SUCCESS
chr1	35246789	35251967	+	2707	GJB3	315	7.03213342E-1	DAVIES_SUCCESS
chr1	35258170	35261348	+	2701	GJA4	331	8.36325682E-1	DAVIES_SUCCESS
chr1	35315962	35325417	-	113444	SMIM12	273	8.3889338E-1	DAVIES_SUCCESS
chr1	35331036	35370984	-	58512	DLGAP3	239	8.63228138E-1	DAVIES_SUCCESS
chr1	35441299	35450948	-	653160	LOC653160	7	3.7123114E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	35447126	35450948	-	100506144	ZMYM6NB	7	3.7123114E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	35449367	35497569	-	9204	ZMYM6	11	4.26612796E-1	DAVIES_SUCCESS
chr1	35544971	35581455	+	79830	ZMYM1	78	5.89464006E-1	DAVIES_SUCCESS
chr1	35649200	35658743	-	6421	SFPQ	85	6.2718694E-1	DAVIES_SUCCESS
chr1	35734567	35887545	+	9202	ZMYM4	45	6.57661346E-1	DAVIES_SUCCESS
chr1	35899090	36023551	-	79932	KIAA0319L	40	5.06459555E-1	DAVIES_SUCCESS
chr1	36023392	36032380	+	23154	NCDN	19	6.12042305E-1	DAVIES_SUCCESS
chr1	36035412	36107445	-	5690	PSMB2	36	6.72900253E-1	DAVIES_SUCCESS
chr1	36038970	36060927	+	339488	TFAP2E	24	6.71846497E-1	DAVIES_SUCCESS
chr1	36179476	36184790	-	127703	C1orf216	66	3.56649933E-1	DAVIES_SUCCESS
chr1	36197712	36235551	-	63967	CLSPN	104	3.30650755E-1	DAVIES_SUCCESS
chr1	36273827	36323490	+	192670	AGO4	103	3.69776144E-1	DAVIES_SUCCESS
chr1	36335408	36389899	+	26523	AGO1	93	4.20021136E-1	DAVIES_SUCCESS
chr1	36396318	36522063	+	192669	AGO3	131	2.68974573E-1	DAVIES_SUCCESS
chr1	36549675	36553876	+	27285	TEKT2	94	1.37104062E-1	DAVIES_SUCCESS
chr1	36554452	36559533	+	54936	ADPRHL2	97	1.27083342E-1	DAVIES_SUCCESS
chr1	36560843	36565850	-	1296	COL8A2	105	1.18757163E-1	DAVIES_SUCCESS
chr1	36602169	36621654	-	27095	TRAPPC3	123	7.9161323E-2	DAVIES_SUCCESS
chr1	36621802	36646441	+	55700	MAP7D1	123	8.65090539E-2	DAVIES_SUCCESS
chr1	36690016	36770957	+	9967	THRAP3	148	2.70538281E-1	DAVIES_SUCCESS
chr1	36771993	36790484	+	79729	SH3D21	110	4.22096045E-1	DAVIES_SUCCESS
chr1	36787631	36789755	-	55194	EVA1B	96	4.23171678E-1	DAVIES_SUCCESS
chr1	36805224	36851485	-	83931	STK40	312	4.97832897E-1	DAVIES_SUCCESS
chr1	36859030	36863493	-	84967	LSM10	300	4.54906748E-1	DAVIES_SUCCESS
chr1	36883506	36916086	-	127700	OSCP1	387	4.11799215E-1	DAVIES_SUCCESS
chr1	36921361	36930040	-	64960	MRPS15	303	3.42739214E-1	DAVIES_SUCCESS
chr1	36931643	36948915	-	1441	CSF3R	280	3.00837854E-1	DAVIES_SUCCESS
chr1	37261127	37499844	-	2899	GRIK3	500	7.95733124E-1	DAVIES_SUCCESS
chr1	37627163	37627235	+	100422898	MIR4255	255	4.08656796E-1	DAVIES_SUCCESS
chr1	37920479	37940044	-	728431	LOC728431	344	7.06251387E-1	DAVIES_SUCCESS
chr1	37940118	37949978	+	80149	ZC3H12A	268	5.2318249E-1	DAVIES_SUCCESS
chr1	37955560	37980420	-	64769	MEAF6	281	3.94834695E-1	DAVIES_SUCCESS
chr1	37966535	37966595	-	100847010	MIR5581	222	3.9666821E-1	DAVIES_SUCCESS
chr1	38000049	38019945	-	79753	SNIP1	252	4.23330594E-1	DAVIES_SUCCESS
chr1	38022519	38032458	+	7802	DNALI1	206	3.53502464E-1	DAVIES_SUCCESS
chr1	38032412	38061586	-	29889	GNL2	230	3.92194572E-1	DAVIES_SUCCESS
chr1	38076950	38100595	-	284654	RSPO1	214	5.17266036E-1	DAVIES_SUCCESS
chr1	38147241	38157888	-	54955	C1orf109	284	7.29062841E-1	DAVIES_SUCCESS
chr1	38158072	38175391	+	55143	CDCA8	337	7.99960825E-1	DAVIES_SUCCESS
chr1	38179552	38230824	-	284656	EPHA10	391	5.38695111E-1	DAVIES_SUCCESS
chr1	38259773	38267278	+	149175	MANEAL	205	2.12948243E-1	DAVIES_SUCCESS
chr1	38268613	38273865	-	79693	YRDC	180	1.59355614E-1	DAVIES_SUCCESS
chr1	38273472	38275126	+	127687	C1orf122	154	1.11987873E-1	DAVIES_SUCCESS
chr1	38275238	38325292	-	4520	MTF1	227	1.02862887E-1	DAVIES_SUCCESS
chr1	38326368	38412729	-	3633	INPP5B	306	1.52222703E-1	DAVIES_SUCCESS
chr1	38422651	38455761	-	10946	SF3A3	216	2.09225375E-1	DAVIES_SUCCESS
chr1	38462441	38471187	-	2275	FHL3	152	1.26442072E-1	DAVIES_SUCCESS
chr1	38478383	38490497	+	51118	UTP11L	148	6.85313341E-2	DAVIES_SUCCESS
chr1	38509522	38512450	-	5453	POU3F1	113	5.9566523E-2	DAVIES_SUCCESS
chr1	38554902	38555001	+	100500801	MIR3659	127	8.04924545E-2	DAVIES_SUCCESS
chr1	38674705	38680439	-	339442	LOC339442	206	2.06274115E-3	DAVIES_SUCCESS
chr1	39303868	39340166	-	64121	RRAGC	301	1.44832017E-1	DAVIES_SUCCESS
chr1	39328161	39347298	-	100527950	GJA9-MYCBP	285	1.37867408E-1	DAVIES_SUCCESS
chr1	39351478	39407456	-	54933	RHBDL2	363	1.82936138E-1	DAVIES_SUCCESS
chr1	39456915	39471737	+	79647	AKIRIN1	333	1.51331805E-1	DAVIES_SUCCESS
chr1	39491966	39500308	+	4725	NDUFS5	316	1.17444519E-1	DAVIES_SUCCESS
chr1	39547088	39952810	+	23499	MACF1	616	4.0721484E-1	DAVIES_SUCCESS
chr1	39875175	39882154	+	643314	KIAA0754	90	5.33527588E-1	DAVIES_SUCCESS
chr1	39957317	39995541	+	353500	BMP8A	211	3.91644975E-1	DAVIES_SUCCESS
chr1	39987951	40025370	-	728448	PPIEL	240	3.94838843E-1	DAVIES_SUCCESS
chr1	40026484	40042521	-	8761	PABPC4	226	3.40242053E-1	DAVIES_SUCCESS
chr1	40033045	40033182	-	677834	SNORA55	205	3.34693598E-1	DAVIES_SUCCESS
chr1	40089102	40105348	-	26508	HEYL	295	7.2454718E-1	DAVIES_SUCCESS
chr1	40124792	40137710	-	84618	NT5C1A	319	8.55408665E-1	DAVIES_SUCCESS
chr1	40144644	40157089	-	51440	HPCAL4	318	8.77033063E-1	DAVIES_SUCCESS
chr1	40204516	40229586	+	10450	PPIE	319	1.27627826E-1	DAVIES_SUCCESS
chr1	40223902	40254533	-	656	BMP8B	323	7.00320906E-2	DAVIES_SUCCESS
chr1	40235196	40237020	-	64064	OXCT2	242	5.2340485E-2	DAVIES_SUCCESS
chr1	40306705	40349177	-	54802	TRIT1	261	3.32843275E-1	DAVIES_SUCCESS
